origin_date,target_end_date,target,horizon,location,output_type,output_type_id,value
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.01,576.2458224030295
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.025,609.0084535920732
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.05,636.2144460776511
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.1,666.6897524690794
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.15,686.8234023357138
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.2,702.6320210491626
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.25,716.0854143049946
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.3,728.0988377316808
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.35,739.1865784286649
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.4,749.6788012184784
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.45,759.8125463985248
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.5,769.7772538474829
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.55,779.7419612964411
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.6,789.8757064764875
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.65,800.3679292663011
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.7,811.4556699632851
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.75,823.4690933899714
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.8,836.9224866458034
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.85,852.7311053592522
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.9,872.8647552258865
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.95,903.3400616173149
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.975,930.5460541028926
2024-01-31,2024-01-28,ILI incidence,1,IT,quantile,0.99,963.3086852919364
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.01,140.32028003855248
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.025,196.7535923751121
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.05,243.49315893817015
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.1,295.7366632350072
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.15,330.19719078761767
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.2,357.23041944603136
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.25,380.22220314313444
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.3,400.7443621933751
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.35,419.6795058487126
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.4,437.5939383338713
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.45,454.89404780686596
2024-01-31,2024-02-04,ILI incidence,2,IT,quantile,0.5,471.9045054127732
