origin_date,target_end_date,target,horizon,location,output_type,output_type_id,value
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.01,556.3148902627257
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.025,566.0638908278573
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.05,574.2085460423342
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.1,583.3774596482594
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.15,589.4570296431075
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.2,594.2406500212016
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.25,598.317284485361
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.3,601.96115111143
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.35,605.3265787403593
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.4,608.5127732183765
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.45,611.5910344830896
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.5,614.6183891761287
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.55,617.6457438691679
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.6,620.7240051338811
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.65,623.9101996118983
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.7,627.2756272408275
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.75,630.9194938668966
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.8,634.996128331056
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.85,639.77974870915
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.9,645.8593187039982
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.95,655.0282323099233
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.975,663.1728875244003
2024-03-13,2024-03-10,ILI incidence,1,IT,quantile,0.99,672.9218880895318
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.01,465.784735566512
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.025,487.1255792094007
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.05,504.9229267625988
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.1,524.9292764045025
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.15,538.1806370624755
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.2,548.6008700329185
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.25,557.4774345491605
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.3,565.4094051983473
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.35,572.7337824813153
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.4,579.6671149652416
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.45,586.3649893286674
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.5,592.9518174155203
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.55,599.5386455023731
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.6,606.236519865799
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.65,613.1698523497253
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.7,620.4942296326933
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.75,628.4262002818801
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.8,637.3027647981221
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.85,647.722997768565
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.9,660.9743584265381
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.95,680.9807080684418
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.975,698.7780556216399
2024-03-13,2024-03-17,ILI incidence,2,IT,quantile,0.99,720.1188992645286
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.01,418.8960455559613
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.025,452.4614483023579
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.05,480.3976181144582
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.1,511.74957248571593
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.15,532.4908058676526
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.2,548.7893877594008
2024-03-13,2024-03-24,ILI incidence,3,IT,quantile,0.25,562.6670572125495
