origin_date,target_end_date,target,horizon,location,output_type,output_type_id,value
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.01,313.36449731905003
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.025,338.52040420511884
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.05,358.51590064065056
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.1,380.11986943539824
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.15,394.01905232371314
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.2,404.76641347108216
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.25,413.8196525430467
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.3,421.8461478056567
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.35,429.2166386823063
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.4,436.1669068606786
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.45,442.86493583875136
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.5,449.4442165920585
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.55,456.0234973453657
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.6,462.7215263234384
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.65,469.67179450181067
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.7,477.0422853784603
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.75,485.0687806410703
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.8,494.1220197130349
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.85,504.8693808604039
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.9,518.7685637487187
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.95,540.3725325434665
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.975,560.3680289789982
2024-04-17,2024-04-14,ILI incidence,1,IT,quantile,0.99,585.523935865067
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.01,87.21407787555044
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.025,151.64755717118422
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.05,202.52421562091283
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.1,257.1916745745752
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.15,292.22003097333857
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.2,319.24159373716986
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.25,341.96801566401854
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.3,362.0947959456126
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.35,380.56217780616015
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.4,397.967280105319
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.45,414.73502508695094
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.5,431.20279217163056
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.55,447.6705592563102
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.6,464.43830423794213
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.65,481.843406537101
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.7,500.3107883976486
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.75,520.4375686792425
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.8,543.1639906060913
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.85,570.1855533699226
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.9,605.2139097686859
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.95,659.8813687223483
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.975,710.7580271720769
2024-04-17,2024-04-21,ILI incidence,2,IT,quantile,0.99,775.1915064677107
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.01,62.11353088684169
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.025,62.11353088684169
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.05,62.11353088684169
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.1,155.007770128065
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.15,214.24378492167952
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.2,259.8121618809099
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.25,298.0659853557588
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.3,331.899682624029
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.35,362.91507064734435
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.4,392.12769323998396
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.45,420.25923226827564
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.5,447.88210014627293
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.55,475.5049680242703
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.6,503.6365070525619
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.65,532.8491296452015
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.7,563.8645176685168
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.75,597.698214936787
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.8,635.952038411636
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.85,681.5204153708663
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.9,740.7564301644809
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.95,833.6506694057043
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.975,920.6690446783437
2024-04-17,2024-04-28,ILI incidence,3,IT,quantile,0.99,1031.7444430125786
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.01,75.57729663689541
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.025,75.57729663689541
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.05,75.57729663689541
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.1,75.57729663689541
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.15,161.34178483649868
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.2,227.09578098068616
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.25,282.17107066383784
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.3,330.8056271662605
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.35,375.33902019701947
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.4,417.2515108782933
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.45,457.593274336433
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.5,497.19624305374543
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.55,536.7992117710578
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.6,577.1409752291976
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.65,619.0534659104713
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.7,663.5868589412304
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.75,712.221415443653
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.8,767.2967051268047
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.85,833.0507012709921
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.9,918.8151894705953
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.95,1054.0954263165956
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.975,1181.8171109106029
2024-04-17,2024-05-05,ILI incidence,4,IT,quantile,0.99,1346.3956737111414
