origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.010,773.9000000000001
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.025,826.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.050,837.0
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.100,1204.3000000000002
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.150,1359.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.200,1389.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.250,1414.9
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.300,1615.9
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.350,1720.6
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.400,1765.3000000000002
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.450,1790.0
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.500,1801.4
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.550,1817.1
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.600,1830.6999999999998
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.650,1875.4
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.700,1980.1
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.750,2181.1
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.800,2206.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.850,2236.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.900,2391.7
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.950,2759.0
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.975,2769.5
2024-03-27,ILI incidence,1,2024-03-24,AT,quantile,0.990,2822.1
2024-03-27,ILI incidence,1,2024-03-24,AT,median,,1801.4
2024-03-27,ILI incidence,2,2024-03-31,AT,quantile,0.010,232.80000000000018
2024-03-27,ILI incidence,2,2024-03-31,AT,quantile,0.025,418.0
