origin_date,target_end_date,target,location,output_type,output_type_id,horizon,value
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.01,1,76.81604087016501
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.025,1,84.66888818816292
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.05,1,91.88032071081399
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.1,1,96.83142799260571
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.15,1,102.88814306744199
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.2,1,106.33307858945456
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.25,1,110.47964161396702
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.3,1,112.78736834769158
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.35,1,115.00755178378223
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.4,1,117.70260422947722
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.45,1,120.01161208463054
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.5,1,140.19738835710012
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.55,1,163.79564507538632
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.6,1,166.12216159006644
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.65,1,169.7016148621018
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.7,1,172.9958050959936
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.75,1,177.10649672049996
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.8,1,181.88507964988148
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.85,1,190.03557417983458
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.9,1,198.4730399098364
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.95,1,215.931308660415
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.975,1,238.74701370594948
2024-03-13,2024-03-10,ILI incidence,DK,quantile,0.99,1,256.77482633971994
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.01,2,66.37037459648946
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.025,2,73.18833202431192
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.05,2,76.96892136066711
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.1,2,84.55145205719063
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.15,2,89.99664517001848
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.2,2,93.53040511109373
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.25,2,96.62644856399953
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.3,2,99.3825677978001
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.35,2,102.11605388635871
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.4,2,104.73423904632637
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.45,2,106.72595582761642
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.5,2,129.76905992676083
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.55,2,157.47202970288572
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.6,2,161.38372046545362
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.65,2,164.28887682546994
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.7,2,169.17208467153586
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.75,2,172.87452560073493
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.8,2,180.11884024005826
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.85,2,187.4246487079634
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.9,2,200.1658283577424
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.95,2,220.90633020887745
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.975,2,238.71562623094417
2024-03-13,2024-03-17,ILI incidence,DK,quantile,0.99,2,263.26387719272475
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.01,3,51.427715883480126
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.025,3,56.09048543569915
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.05,3,64.29350594423262
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.1,3,72.23304247891188
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.15,3,77.20763698689807
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.2,3,80.9702906232502
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.25,3,85.1646821811041
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.3,3,87.93617487205013
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.35,3,91.26111202023283
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.4,3,94.20171273977897
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.45,3,96.7729234473577
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.5,3,120.52790402043235
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.55,3,149.367655544369
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.6,3,153.61158379746936
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.65,3,157.13680292901935
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.7,3,162.02171893699034
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.75,3,166.979231825926
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.8,3,172.8044909626278
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.85,3,184.28760936933637
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.9,3,195.57258099505893
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.95,3,220.12868950160276
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.975,3,240.21389774191246
2024-03-13,2024-03-24,ILI incidence,DK,quantile,0.99,3,264.17407126383137
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.01,4,45.26500936243541
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.025,4,47.63935441045696
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.05,4,52.934229275640284
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.1,4,60.64230987218508
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.15,4,65.94828778975123
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.2,4,70.72473551675142
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.25,4,73.8096759172744
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.3,4,76.9450070939964
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.35,4,79.91293840402334
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.4,4,82.4632241282652
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.45,4,85.47257836448964
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.5,4,111.11593192359871
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.55,4,142.92190659565725
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.6,4,147.01466252016058
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.65,4,151.4964523185394
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.7,4,156.81694961229852
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.75,4,162.99280898001211
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.8,4,170.71199262893973
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.85,4,179.54020039472206
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.9,4,193.31182871372334
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.95,4,211.74673903351513
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.975,4,244.19242033901548
2024-03-13,2024-03-31,ILI incidence,DK,quantile,0.99,4,291.42975884511856
2024-03-13,2024-03-10,ILI incidence,RO,quantile,0.01,1,0.21468233688203742
