,origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
311,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.95,71.60044982628135
312,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.1,38.0640970517057
313,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.1,33.099980036787485
314,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.1,20.639988310875395
315,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.1,9.476300051840209
316,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.9,52.78992823833151
317,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.9,65.03505645064912
318,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.9,69.44219636044821
319,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.9,67.53917423987494
320,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.15,39.0559038747308
321,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.15,35.25085534424463
322,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.15,23.926890239115355
323,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.15,13.386921737931647
324,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.85,51.79812141530642
325,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.85,62.88418114319198
326,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.85,66.15529443220825
327,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.85,63.62855255378351
328,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.2,40.01686905861364
329,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.2,37.33484613494655
330,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.2,27.111581292401315
331,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.2,17.17593709901675
332,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.8,50.83715623142357
333,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.8,60.80019035249006
334,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.8,62.97060337892229
335,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.8,59.8395371926984
336,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.25,40.95311400319405
337,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.25,39.36522754217208
338,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.25,30.214348123809167
339,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.25,20.867482366473524
340,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.75,49.90091128684316
341,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.75,58.76980894526453
342,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.75,59.86783654751444
343,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.75,56.14799192524163
344,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.3,41.869858731178375
345,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.3,41.35331993364084
346,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.3,33.25249017341195
347,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.3,24.48213970763881
348,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.7,48.98416655885884
349,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.7,56.78171655379577
350,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.7,56.82969449791165
351,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.7,52.533334584076336
352,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.35,42.77167006612606
353,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.35,43.30902712106243
354,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.35,36.24114214366889
355,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.35,28.037915773438563
356,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.65,48.08235522391115
357,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.65,54.82600936637418
358,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.65,53.84104252765472
359,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.65,48.97755851827659
360,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.4,43.66264768385952
361,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.4,45.24123983929596
362,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.4,39.19389058394922
363,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.4,31.550975285474586
364,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.6,47.191377606177696
365,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.6,52.89379664814065
366,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.6,50.88829408737438
367,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.6,45.464499006240565
368,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.45,44.54656973557097
369,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.45,47.15815155093773
370,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.45,42.12325649345424
371,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.45,35.03621521727305
372,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.55,46.307455554466245
373,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.55,50.97688493649888
374,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.55,47.95892817786936
375,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.55,41.9792590744421
376,2023-12-27,ILI incidence,2023-12-24,1,LT,quantile,0.5,45.42701264501861
377,2023-12-27,ILI incidence,2023-12-31,2,LT,quantile,0.5,49.067518243718304
378,2023-12-27,ILI incidence,2024-01-07,3,LT,quantile,0.5,45.0410923356618
379,2023-12-27,ILI incidence,2024-01-14,4,LT,quantile,0.5,38.507737145857575
380,2023-12-27,ILI incidence,2023-12-24,1,LT,median,,45.42701264501861
381,2023-12-27,ILI incidence,2023-12-31,2,LT,median,,49.067518243718304
382,2023-12-27,ILI incidence,2024-01-07,3,LT,median,,45.0410923356618
383,2023-12-27,ILI incidence,2024-01-14,4,LT,median,,38.507737145857575
