target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-02-14,2024-02-11,0.01,1,quantile,1480.35159835206
ILI incidence,AT,2024-02-14,2024-02-11,0.025,1,quantile,1705.01619328199
ILI incidence,AT,2024-02-14,2024-02-11,0.05,1,quantile,1905.42985435885
ILI incidence,AT,2024-02-14,2024-02-11,0.1,1,quantile,2144.3553993355
ILI incidence,AT,2024-02-14,2024-02-11,0.15,1,quantile,2311.27036914082
ILI incidence,AT,2024-02-14,2024-02-11,0.2,1,quantile,2446.9671754607
ILI incidence,AT,2024-02-14,2024-02-11,0.25,1,quantile,2566.11139785881
ILI incidence,AT,2024-02-14,2024-02-11,0.3,1,quantile,2674.71170379412
ILI incidence,AT,2024-02-14,2024-02-11,0.35,1,quantile,2776.76045427759
ILI incidence,AT,2024-02-14,2024-02-11,0.4,1,quantile,2874.88373349666
ILI incidence,AT,2024-02-14,2024-02-11,0.45,1,quantile,2971.03433900892
ILI incidence,AT,2024-02-14,2024-02-11,0.5,1,quantile,3066.84310438955
ILI incidence,AT,2024-02-14,2024-02-11,0.55,1,quantile,3163.8384710564
ILI incidence,AT,2024-02-14,2024-02-11,0.6,1,quantile,3263.62446094938
ILI incidence,AT,2024-02-14,2024-02-11,0.65,1,quantile,3368.0748667878
ILI incidence,AT,2024-02-14,2024-02-11,0.7,1,quantile,3479.60908263332
ILI incidence,AT,2024-02-14,2024-02-11,0.75,1,quantile,3601.66891151829
ILI incidence,AT,2024-02-14,2024-02-11,0.8,1,quantile,3739.68369616543
ILI incidence,AT,2024-02-14,2024-02-11,0.85,1,quantile,3903.3779842935
ILI incidence,AT,2024-02-14,2024-02-11,0.9,1,quantile,4113.72213145536
ILI incidence,AT,2024-02-14,2024-02-11,0.95,1,quantile,4434.64365894074
ILI incidence,AT,2024-02-14,2024-02-11,0.975,1,quantile,4722.24633336713
ILI incidence,AT,2024-02-14,2024-02-11,0.99,1,quantile,5067.54266461283
ILI incidence,AT,2024-02-14,2024-02-18,0.01,2,quantile,772.499060473386
ILI incidence,AT,2024-02-14,2024-02-18,0.025,2,quantile,1013.99704946659
ILI incidence,AT,2024-02-14,2024-02-18,0.05,2,quantile,1237.31262496384
ILI incidence,AT,2024-02-14,2024-02-18,0.1,2,quantile,1512.58227177864
ILI incidence,AT,2024-02-14,2024-02-18,0.15,2,quantile,1710.02858333148
ILI incidence,AT,2024-02-14,2024-02-18,0.2,2,quantile,1873.46034636406
ILI incidence,AT,2024-02-14,2024-02-18,0.25,2,quantile,2018.78807842893
ILI incidence,AT,2024-02-14,2024-02-18,0.3,2,quantile,2152.79913094414
ILI incidence,AT,2024-02-14,2024-02-18,0.35,2,quantile,2279.96983026768
ILI incidence,AT,2024-02-14,2024-02-18,0.4,2,quantile,2403.30573766682
ILI incidence,AT,2024-02-14,2024-02-18,0.45,2,quantile,2525.09619464796
ILI incidence,AT,2024-02-14,2024-02-18,0.5,2,quantile,2647.30559200871
ILI incidence,AT,2024-02-14,2024-02-18,0.55,2,quantile,2771.8267620199
ILI incidence,AT,2024-02-14,2024-02-18,0.6,2,quantile,2900.69662167934
ILI incidence,AT,2024-02-14,2024-02-18,0.65,2,quantile,3036.34261933734
ILI incidence,AT,2024-02-14,2024-02-18,0.7,2,quantile,3181.94316791452
ILI incidence,AT,2024-02-14,2024-02-18,0.75,2,quantile,3342.05890903717
ILI incidence,AT,2024-02-14,2024-02-18,0.8,2,quantile,3523.91563683484
ILI incidence,AT,2024-02-14,2024-02-18,0.85,2,quantile,3740.47112739344
ILI incidence,AT,2024-02-14,2024-02-18,0.9,2,quantile,4019.62919624474
ILI incidence,AT,2024-02-14,2024-02-18,0.95,2,quantile,4446.06833048974
ILI incidence,AT,2024-02-14,2024-02-18,0.975,2,quantile,4827.06862224978
ILI incidence,AT,2024-02-14,2024-02-18,0.99,2,quantile,5280.86693327425
ILI incidence,AT,2024-02-14,2024-02-25,0.01,3,quantile,363.989775287753
ILI incidence,AT,2024-02-14,2024-02-25,0.025,3,quantile,577.926495986937
ILI incidence,AT,2024-02-14,2024-02-25,0.05,3,quantile,783.876767823449
ILI incidence,AT,2024-02-14,2024-02-25,0.1,3,quantile,1045.89526335975
