target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-03-20,2024-03-17,0.01,1,quantile,642.342299430796
ILI incidence,AT,2024-03-20,2024-03-17,0.025,1,quantile,753.531462676665
ILI incidence,AT,2024-03-20,2024-03-17,0.05,1,quantile,867.450342982253
ILI incidence,AT,2024-03-20,2024-03-17,0.1,1,quantile,1009.7220348156
ILI incidence,AT,2024-03-20,2024-03-17,0.15,1,quantile,1099.58328618841
ILI incidence,AT,2024-03-20,2024-03-17,0.2,1,quantile,1177.67932688619
ILI incidence,AT,2024-03-20,2024-03-17,0.25,1,quantile,1234.90198424309
ILI incidence,AT,2024-03-20,2024-03-17,0.3,1,quantile,1304.82694269288
ILI incidence,AT,2024-03-20,2024-03-17,0.35,1,quantile,1372.48060497443
ILI incidence,AT,2024-03-20,2024-03-17,0.4,1,quantile,1420.21952878256
ILI incidence,AT,2024-03-20,2024-03-17,0.45,1,quantile,1485.79269140344
ILI incidence,AT,2024-03-20,2024-03-17,0.5,1,quantile,1535.51222958025
ILI incidence,AT,2024-03-20,2024-03-17,0.55,1,quantile,1592.37239870206
ILI incidence,AT,2024-03-20,2024-03-17,0.6,1,quantile,1640.96938807036
ILI incidence,AT,2024-03-20,2024-03-17,0.65,1,quantile,1709.99507563038
ILI incidence,AT,2024-03-20,2024-03-17,0.7,1,quantile,1776.88305737046
ILI incidence,AT,2024-03-20,2024-03-17,0.75,1,quantile,1838.34535660727
ILI incidence,AT,2024-03-20,2024-03-17,0.8,1,quantile,1911.46667036473
ILI incidence,AT,2024-03-20,2024-03-17,0.85,1,quantile,2008.39612616642
ILI incidence,AT,2024-03-20,2024-03-17,0.9,1,quantile,2116.85301482754
ILI incidence,AT,2024-03-20,2024-03-17,0.95,1,quantile,2267.14603270413
ILI incidence,AT,2024-03-20,2024-03-17,0.975,1,quantile,2432.04262462151
ILI incidence,AT,2024-03-20,2024-03-17,0.99,1,quantile,2613.52192832964
ILI incidence,AT,2024-03-20,2024-03-24,0.01,2,quantile,207.571394640724
ILI incidence,AT,2024-03-20,2024-03-24,0.025,2,quantile,259.923480225157
ILI incidence,AT,2024-03-20,2024-03-24,0.05,2,quantile,373.315233609178
ILI incidence,AT,2024-03-20,2024-03-24,0.1,2,quantile,527.962790549164
ILI incidence,AT,2024-03-20,2024-03-24,0.15,2,quantile,649.262412614951
ILI incidence,AT,2024-03-20,2024-03-24,0.2,2,quantile,771.93180435198
ILI incidence,AT,2024-03-20,2024-03-24,0.25,2,quantile,883.867303871195
ILI incidence,AT,2024-03-20,2024-03-24,0.3,2,quantile,969.314910932284
ILI incidence,AT,2024-03-20,2024-03-24,0.35,2,quantile,1053.6845511718
ILI incidence,AT,2024-03-20,2024-03-24,0.4,2,quantile,1120.2050724009
ILI incidence,AT,2024-03-20,2024-03-24,0.45,2,quantile,1189.81264467575
