target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2024-04-03,2024-03-31,0.01,1,quantile,302.436445543054
ILI incidence,AT,2024-04-03,2024-03-31,0.025,1,quantile,410.656745261579
ILI incidence,AT,2024-04-03,2024-03-31,0.05,1,quantile,543.751328999451
ILI incidence,AT,2024-04-03,2024-03-31,0.1,1,quantile,693.984752202607
ILI incidence,AT,2024-04-03,2024-03-31,0.15,1,quantile,823.392543799923
ILI incidence,AT,2024-04-03,2024-03-31,0.2,1,quantile,960.527918149979
ILI incidence,AT,2024-04-03,2024-03-31,0.25,1,quantile,1070.15218387539
ILI incidence,AT,2024-04-03,2024-03-31,0.3,1,quantile,1161.07014963611
ILI incidence,AT,2024-04-03,2024-03-31,0.35,1,quantile,1237.03629242359
ILI incidence,AT,2024-04-03,2024-03-31,0.4,1,quantile,1316.38258607782
ILI incidence,AT,2024-04-03,2024-03-31,0.45,1,quantile,1386.16101993504
ILI incidence,AT,2024-04-03,2024-03-31,0.5,1,quantile,1470.64267558932
ILI incidence,AT,2024-04-03,2024-03-31,0.55,1,quantile,1557.0698943803
ILI incidence,AT,2024-04-03,2024-03-31,0.6,1,quantile,1642.61247921533
ILI incidence,AT,2024-04-03,2024-03-31,0.65,1,quantile,1729.72039052057
ILI incidence,AT,2024-04-03,2024-03-31,0.7,1,quantile,1814.45856883775
ILI incidence,AT,2024-04-03,2024-03-31,0.75,1,quantile,1932.9019942151
ILI incidence,AT,2024-04-03,2024-03-31,0.8,1,quantile,2043.63970187392
ILI incidence,AT,2024-04-03,2024-03-31,0.85,1,quantile,2176.34072471683
ILI incidence,AT,2024-04-03,2024-03-31,0.9,1,quantile,2411.96872579715
ILI incidence,AT,2024-04-03,2024-03-31,0.95,1,quantile,2606.7073697408
ILI incidence,AT,2024-04-03,2024-03-31,0.975,1,quantile,2791.55310932608
ILI incidence,AT,2024-04-03,2024-03-31,0.99,1,quantile,2941.284247459
ILI incidence,AT,2024-04-03,2024-04-07,0.01,2,quantile,91.2663785336977
ILI incidence,AT,2024-04-03,2024-04-07,0.025,2,quantile,156.943427275233
ILI incidence,AT,2024-04-03,2024-04-07,0.05,2,quantile,256.947275471648
ILI incidence,AT,2024-04-03,2024-04-07,0.1,2,quantile,446.177527096579
ILI incidence,AT,2024-04-03,2024-04-07,0.15,2,quantile,596.841629200228
ILI incidence,AT,2024-04-03,2024-04-07,0.2,2,quantile,704.720228993922
ILI incidence,AT,2024-04-03,2024-04-07,0.25,2,quantile,795.041712738316
ILI incidence,AT,2024-04-03,2024-04-07,0.3,2,quantile,880.935746438018
ILI incidence,AT,2024-04-03,2024-04-07,0.35,2,quantile,972.031965325915
ILI incidence,AT,2024-04-03,2024-04-07,0.4,2,quantile,1069.35059118389
ILI incidence,AT,2024-04-03,2024-04-07,0.45,2,quantile,1151.24432533691
ILI incidence,AT,2024-04-03,2024-04-07,0.5,2,quantile,1242.55388175534
ILI incidence,AT,2024-04-03,2024-04-07,0.55,2,quantile,1352.99650013
ILI incidence,AT,2024-04-03,2024-04-07,0.6,2,quantile,1461.81938011469
ILI incidence,AT,2024-04-03,2024-04-07,0.65,2,quantile,1573.13320879915
ILI incidence,AT,2024-04-03,2024-04-07,0.7,2,quantile,1662.25013875124
ILI incidence,AT,2024-04-03,2024-04-07,0.75,2,quantile,1801.08866299135
ILI incidence,AT,2024-04-03,2024-04-07,0.8,2,quantile,1924.43994923669
ILI incidence,AT,2024-04-03,2024-04-07,0.85,2,quantile,2128.71048964963
ILI incidence,AT,2024-04-03,2024-04-07,0.9,2,quantile,2326.07947708848
ILI incidence,AT,2024-04-03,2024-04-07,0.95,2,quantile,2525.07859243112
ILI incidence,AT,2024-04-03,2024-04-07,0.975,2,quantile,2620.95491944497
ILI incidence,AT,2024-04-03,2024-04-07,0.99,2,quantile,2695.18736144623
ILI incidence,AT,2024-04-03,2024-04-14,0.01,3,quantile,56.145722946334
ILI incidence,AT,2024-04-03,2024-04-14,0.025,3,quantile,71.8581987632225
ILI incidence,AT,2024-04-03,2024-04-14,0.05,3,quantile,122.731184396658
ILI incidence,AT,2024-04-03,2024-04-14,0.1,3,quantile,245.505483571229
ILI incidence,AT,2024-04-03,2024-04-14,0.15,3,quantile,390.405338949379
ILI incidence,AT,2024-04-03,2024-04-14,0.2,3,quantile,510.442197691622
ILI incidence,AT,2024-04-03,2024-04-14,0.25,3,quantile,586.785183594356
ILI incidence,AT,2024-04-03,2024-04-14,0.3,3,quantile,667.66284864666
ILI incidence,AT,2024-04-03,2024-04-14,0.35,3,quantile,763.649179972968
ILI incidence,AT,2024-04-03,2024-04-14,0.4,3,quantile,846.980987571926
ILI incidence,AT,2024-04-03,2024-04-14,0.45,3,quantile,952.202584501146
ILI incidence,AT,2024-04-03,2024-04-14,0.5,3,quantile,1032.84549563099
ILI incidence,AT,2024-04-03,2024-04-14,0.55,3,quantile,1143.33949369527
ILI incidence,AT,2024-04-03,2024-04-14,0.6,3,quantile,1265.14390994398
ILI incidence,AT,2024-04-03,2024-04-14,0.65,3,quantile,1387.44228181833
ILI incidence,AT,2024-04-03,2024-04-14,0.7,3,quantile,1503.84258103297
ILI incidence,AT,2024-04-03,2024-04-14,0.75,3,quantile,1626.50917978144
ILI incidence,AT,2024-04-03,2024-04-14,0.8,3,quantile,1768.14357078667
ILI incidence,AT,2024-04-03,2024-04-14,0.85,3,quantile,1919.52181671752
ILI incidence,AT,2024-04-03,2024-04-14,0.9,3,quantile,2081.50998148453
ILI incidence,AT,2024-04-03,2024-04-14,0.95,3,quantile,2282.43666633229
ILI incidence,AT,2024-04-03,2024-04-14,0.975,3,quantile,2425.46448864035
ILI incidence,AT,2024-04-03,2024-04-14,0.99,3,quantile,2506.92397771909
ILI incidence,AT,2024-04-03,2024-04-21,0.01,4,quantile,34.2775483867673
ILI incidence,AT,2024-04-03,2024-04-21,0.025,4,quantile,55.037719753093
ILI incidence,AT,2024-04-03,2024-04-21,0.05,4,quantile,90.7343189257453
ILI incidence,AT,2024-04-03,2024-04-21,0.1,4,quantile,180.576210185018
ILI incidence,AT,2024-04-03,2024-04-21,0.15,4,quantile,252.527469668589
ILI incidence,AT,2024-04-03,2024-04-21,0.2,4,quantile,321.590161610406
ILI incidence,AT,2024-04-03,2024-04-21,0.25,4,quantile,409.046385472092
ILI incidence,AT,2024-04-03,2024-04-21,0.3,4,quantile,508.840760842353
ILI incidence,AT,2024-04-03,2024-04-21,0.35,4,quantile,586.872272836988
ILI incidence,AT,2024-04-03,2024-04-21,0.4,4,quantile,673.952008727091
ILI incidence,AT,2024-04-03,2024-04-21,0.45,4,quantile,768.760645816712
ILI incidence,AT,2024-04-03,2024-04-21,0.5,4,quantile,874.811570692807
ILI incidence,AT,2024-04-03,2024-04-21,0.55,4,quantile,989.099338671101
ILI incidence,AT,2024-04-03,2024-04-21,0.6,4,quantile,1101.81610604393
